"Statistic Label","Month","NACE Group","UNIT","VALUE"
"Retail Sales Index Value Unadjusted","2015 November","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","100.6"
"Retail Sales Index Value Unadjusted","2015 November","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","104.3"
"Retail Sales Index Value Unadjusted","2015 December","Motor trades (45)","Base 2015=100","34.6"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","119.7"
"Retail Sales Index Value Unadjusted","2015 December","Department stores (4719)","Base 2015=100","197.8"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of automotive fuel (4730)","Base 2015=100","93.2"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of hardware, paints and glass (4752)","Base 2015=100","105.1"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of furniture and lighting (4759)","Base 2015=100","136"
"Retail Sales Index Value Unadjusted","2015 December","Bars (5630)","Base 2015=100","125.3"
"Retail Sales Index Value Unadjusted","2015 December","All retail businesses","Base 2015=100","114.4"
"Retail Sales Index Value Unadjusted","2015 December","Motor trades and automotive fuel (45,4730)","Base 2015=100","43.1"
"Retail Sales Index Value Unadjusted","2015 December","All retail businesses, excluding motor trades and bars","Base 2015=100","145.6"
"Retail Sales Index Value Unadjusted","2015 December","All retail businesses, excluding motor trades","Base 2015=100","144.5"
"Retail Sales Index Value Unadjusted","2015 December","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","149.5"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of food (4711,4721 to 4729)","Base 2015=100","122.6"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","173.8"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","148.5"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","141.9"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","179.6"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","170.8"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","226.5"
"Retail Sales Index Value Unadjusted","2015 December","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","238.8"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","170.2"
"Retail Sales Index Value Unadjusted","2015 December","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","162.3"
"Retail Sales Index Value Unadjusted","2016 January","Motor trades (45)","Base 2015=100","216.9"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","93.8"
"Retail Sales Index Value Unadjusted","2016 January","Department stores (4719)","Base 2015=100","78.7"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of automotive fuel (4730)","Base 2015=100","86.4"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of hardware, paints and glass (4752)","Base 2015=100","83.8"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of furniture and lighting (4759)","Base 2015=100","118.5"
"Retail Sales Index Value Unadjusted","2016 January","Bars (5630)","Base 2015=100","76.5"
"Retail Sales Index Value Unadjusted","2016 January","All retail businesses","Base 2015=100","122.7"
"Retail Sales Index Value Unadjusted","2016 January","Motor trades and automotive fuel (45,4730)","Base 2015=100","198.4"
"Retail Sales Index Value Unadjusted","2016 January","All retail businesses, excluding motor trades and bars","Base 2015=100","87.9"
"Retail Sales Index Value Unadjusted","2016 January","All retail businesses, excluding motor trades","Base 2015=100","87.3"
"Retail Sales Index Value Unadjusted","2016 January","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","88"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of food (4711,4721 to 4729)","Base 2015=100","92.6"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","83.9"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","82.1"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","100.1"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","93.6"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","78.6"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","69.9"
"Retail Sales Index Value Unadjusted","2016 January","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","69.4"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","73.8"
"Retail Sales Index Value Unadjusted","2016 January","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","89"
"Retail Sales Index Value Unadjusted","2016 February","Motor trades (45)","Base 2015=100","182.1"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","100.2"
"Retail Sales Index Value Unadjusted","2016 February","Department stores (4719)","Base 2015=100","73"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of automotive fuel (4730)","Base 2015=100","93.5"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of hardware, paints and glass (4752)","Base 2015=100","88.9"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of furniture and lighting (4759)","Base 2015=100","132.3"
"Retail Sales Index Value Unadjusted","2016 February","Bars (5630)","Base 2015=100","85"
"Retail Sales Index Value Unadjusted","2016 February","All retail businesses","Base 2015=100","117.3"
"Retail Sales Index Value Unadjusted","2016 February","Motor trades and automotive fuel (45,4730)","Base 2015=100","170.2"
"Retail Sales Index Value Unadjusted","2016 February","All retail businesses, excluding motor trades and bars","Base 2015=100","92.5"
"Retail Sales Index Value Unadjusted","2016 February","All retail businesses, excluding motor trades","Base 2015=100","92"
"Retail Sales Index Value Unadjusted","2016 February","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","92.3"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of food (4711,4721 to 4729)","Base 2015=100","98.8"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","86.4"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","87.6"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","104"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","79.7"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","79"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","72.9"
"Retail Sales Index Value Unadjusted","2016 February","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","72.3"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","74.8"
"Retail Sales Index Value Unadjusted","2016 February","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","93.1"
"Retail Sales Index Value Unadjusted","2016 March","Motor trades (45)","Base 2015=100","135.9"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","100.2"
"Retail Sales Index Value Unadjusted","2016 March","Department stores (4719)","Base 2015=100","77.3"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of automotive fuel (4730)","Base 2015=100","87.9"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of hardware, paints and glass (4752)","Base 2015=100","98.8"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of furniture and lighting (4759)","Base 2015=100","89.9"
"Retail Sales Index Value Unadjusted","2016 March","Bars (5630)","Base 2015=100","93.1"
"Retail Sales Index Value Unadjusted","2016 March","All retail businesses","Base 2015=100","103.7"
"Retail Sales Index Value Unadjusted","2016 March","Motor trades and automotive fuel (45,4730)","Base 2015=100","129.2"
"Retail Sales Index Value Unadjusted","2016 March","All retail businesses, excluding motor trades and bars","Base 2015=100","92"
"Retail Sales Index Value Unadjusted","2016 March","All retail businesses, excluding motor trades","Base 2015=100","92"
"Retail Sales Index Value Unadjusted","2016 March","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","92"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of food (4711,4721 to 4729)","Base 2015=100","99.7"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","85.1"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","96.2"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","88.1"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","79.6"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","87.4"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","75.9"
"Retail Sales Index Value Unadjusted","2016 March","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","76.2"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","74.1"
"Retail Sales Index Value Unadjusted","2016 March","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","91.6"
"Retail Sales Index Value Unadjusted","2016 April","Motor trades (45)","Base 2015=100","147.6"
"Retail Sales Index Value Unadjusted","2016 April","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","103"
"Retail Sales Index Value Unadjusted","2016 April","Department stores (4719)","Base 2015=100","81.7"
"Retail Sales Index Value Unadjusted","2016 April","Retail sale of automotive fuel (4730)","Base 2015=100","93.6"
"Retail Sales Index Value Unadjusted","2016 April","Retail sale of hardware, paints and glass (4752)","Base 2015=100","113.9"
"Retail Sales Index Value Unadjusted","2016 April","Retail sale of furniture and lighting (4759)","Base 2015=100","88.3"
"Retail Sales Index Value Unadjusted","2016 April","Bars (5630)","Base 2015=100","90"
"Retail Sales Index Value Unadjusted","2016 April","All retail businesses","Base 2015=100","108.8"
"Retail Sales Index Value Unadjusted","2016 April","Motor trades and automotive fuel (45,4730)","Base 2015=100","140.5"
"Retail Sales Index Value Unadjusted","2016 April","All retail businesses, excluding motor trades and bars","Base 2015=100","94.2"
"Retail Sales Index Value Unadjusted","2016 April","All retail businesses, excluding motor trades","Base 2015=100","94"
"Retail Sales Index Value Unadjusted","2016 April","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","94.1"
